Extent,Execution Time
10,7.224082946777344e-05
100,0.005306720733642578
1000,0.5382421016693115
100,0.0055201053619384766
300,0.045758962631225586
500,0.13125872611999512
1000,0.5325660705566406
2000,2.1384661197662354
5000,13.486339092254639
10000,54.03118062019348
